Time (Sec);S1;S1;S10;S11;S12;S13;S14;S15;S16;S17;S2;S3;S4;S5;S6;S7;S8;S9;
0.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
1.0000000000000004;19160.0;98.22194159999984;98.22194159999984;98.22194159999984;98.22194159999984;98.22194159999984;98.22194159999984;98.22194159999984;98.22194159999984;98.22194159999984;98.35833839999984;98.35833839999984;98.22194159999984;98.22194159999984;98.22194159999984;98.22194159999984;98.22194159999984;98.22194159999984;
2.0000000000000013;19160.0;96.58017999999967;96.58017999999967;96.58017999999967;96.58017999999967;96.58017999999967;96.58017999999967;96.58017999999967;96.58017999999967;96.58017999999967;96.58017999999967;96.71657679999967;96.58017999999967;96.58017999999967;96.58017999999967;96.58017999999967;96.58017999999967;96.58017999999967;
3.0000000000000244;19160.0;94.8020215999995;94.8020215999995;94.8020215999995;94.8020215999995;94.8020215999995;94.8020215999995;94.8020215999995;94.8020215999995;94.8020215999995;94.9384183999995;94.9384183999995;94.8020215999995;94.8020215999995;94.8020215999995;94.8020215999995;94.8020215999995;94.8020215999995;
4.000000000000047;19160.0;93.16025999999934;93.16025999999934;93.16025999999934;93.16025999999934;93.16025999999934;93.16025999999934;93.16025999999934;93.16025999999934;93.16025999999934;93.16025999999934;93.29665679999934;93.16025999999934;93.16025999999934;93.16025999999934;93.16025999999934;93.16025999999934;93.16025999999934;
5.000000000000026;19160.0;91.38210159999917;91.38210159999917;91.38210159999917;91.38210159999917;91.38210159999917;91.38210159999917;91.38210159999917;91.38210159999917;91.38210159999917;91.51849839999917;91.51849839999917;91.38210159999917;91.38210159999917;91.38210159999917;91.38210159999917;91.38210159999917;91.38210159999917;
6.000000000000004;19160.0;89.74033999999901;89.74033999999901;89.74033999999901;89.74033999999901;89.74033999999901;89.74033999999901;89.74033999999901;89.74033999999901;89.74033999999901;89.74033999999901;89.87673679999901;89.74033999999901;89.74033999999901;89.74033999999901;89.74033999999901;89.74033999999901;89.74033999999901;
7.003333333333316;19160.0;87.96208159999884;87.96208159999884;87.96208159999884;87.96208159999884;87.96208159999884;87.96208159999884;87.96208159999884;87.96208159999884;87.96208159999884;88.09847839999884;88.09847839999884;87.96208159999884;87.96208159999884;87.96208159999884;87.96208159999884;87.96208159999884;87.96208159999884;
8.003333333333295;19160.0;86.32031999999867;86.32031999999867;86.32031999999867;86.32031999999867;86.32031999999867;86.32031999999867;86.32031999999867;86.32031999999867;86.32031999999867;86.32031999999867;86.45671679999867;86.32031999999867;86.32031999999867;86.32031999999867;86.32031999999867;86.32031999999867;86.32031999999867;
9.003333333333273;19160.0;84.54216159999851;84.54216159999851;84.54216159999851;84.54216159999851;84.54216159999851;84.54216159999851;84.54216159999851;84.54216159999851;84.54216159999851;84.67855839999851;84.67855839999851;84.54216159999851;84.54216159999851;84.54216159999851;84.54216159999851;84.54216159999851;84.54216159999851;
10.003333333333252;19160.0;82.90039999999834;82.90039999999834;82.90039999999834;82.90039999999834;82.90039999999834;82.90039999999834;82.90039999999834;82.90039999999834;82.90039999999834;82.90039999999834;83.03679679999834;82.90039999999834;82.90039999999834;82.90039999999834;82.90039999999834;82.90039999999834;82.90039999999834;
11.00333333333323;19160.0;81.12224159999818;81.12224159999818;81.12224159999818;81.12224159999818;81.12224159999818;81.12224159999818;81.12224159999818;81.12224159999818;81.12224159999818;81.25863839999818;81.25863839999818;81.12224159999818;81.12224159999818;81.12224159999818;81.12224159999818;81.12224159999818;81.12224159999818;
12.00333333333321;19160.0;79.48047999999801;79.48047999999801;79.48047999999801;79.48047999999801;79.48047999999801;79.48047999999801;79.48047999999801;79.48047999999801;79.48047999999801;79.48047999999801;79.61687679999801;79.48047999999801;79.48047999999801;79.48047999999801;79.48047999999801;79.48047999999801;79.48047999999801;
13.003333333333188;19160.0;77.70232159999784;77.70232159999784;77.70232159999784;77.70232159999784;77.70232159999784;77.70232159999784;77.70232159999784;77.70232159999784;77.70232159999784;77.83871839999784;77.83871839999784;77.70232159999784;77.70232159999784;77.70232159999784;77.70232159999784;77.70232159999784;77.70232159999784;
14.003333333333167;19160.0;76.06055999999768;76.06055999999768;76.06055999999768;76.06055999999768;76.06055999999768;76.06055999999768;76.06055999999768;76.06055999999768;76.06055999999768;76.06055999999768;76.19695679999768;76.06055999999768;76.06055999999768;76.06055999999768;76.06055999999768;76.06055999999768;76.06055999999768;
15.003333333333146;19160.0;74.28240159999751;74.28240159999751;74.28240159999751;74.28240159999751;74.28240159999751;74.28240159999751;74.28240159999751;74.28240159999751;74.28240159999751;74.41879839999751;74.41879839999751;74.28240159999751;74.28240159999751;74.28240159999751;74.28240159999751;74.28240159999751;74.28240159999751;
16.003333333333124;19160.0;72.64063999999735;72.64063999999735;72.64063999999735;72.64063999999735;72.64063999999735;72.64063999999735;72.64063999999735;72.64063999999735;72.64063999999735;72.64063999999735;72.77703679999735;72.64063999999735;72.64063999999735;72.64063999999735;72.64063999999735;72.64063999999735;72.64063999999735;
17.00333333333328;19160.0;70.86248159999718;70.86248159999718;70.86248159999718;70.86248159999718;70.86248159999718;70.86248159999718;70.86248159999718;70.86248159999718;70.86248159999718;70.99887839999718;70.99887839999718;70.86248159999718;70.86248159999718;70.86248159999718;70.86248159999718;70.86248159999718;70.86248159999718;
18.000000000000103;19160.0;69.22081999999702;69.22081999999702;69.22081999999702;69.22081999999702;69.22081999999702;69.22081999999702;69.22081999999702;69.22081999999702;69.22081999999702;69.08442319999702;69.49361359999702;69.22081999999702;69.22081999999702;69.22081999999702;69.22081999999702;69.22081999999702;69.22081999999702;
19.00000000000026;19160.0;67.44266159999685;67.44266159999685;67.44266159999685;67.44266159999685;67.44266159999685;67.44266159999685;67.44266159999685;67.44266159999685;67.44266159999685;67.44266159999685;67.71545519999685;67.44266159999685;67.44266159999685;67.44266159999685;67.44266159999685;67.44266159999685;67.44266159999685;
20.000000000000416;19160.0;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.66450319999669;66.07369359999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;
21.000000000000572;19160.0;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.66450319999669;66.07369359999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;
22.00000000000073;19160.0;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.66450319999669;66.07369359999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;
23.000000000000885;19160.0;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.66450319999669;66.07369359999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;
24.00000000000104;19160.0;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.66450319999669;66.07369359999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;
25.000000000001197;19160.0;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.66450319999669;66.07369359999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;65.80089999999669;
